URL handle,Title,Product category,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Price,Compare-at price,Weight value (grams),Height,Width,Depth,Inventory quantity,SKU,Barcode,Published on online store,Requires shipping,Description,Tags,SEO title,SEO description,Vendor,Type,Google Shopping / MPN,Google Shopping / Gender,Google Shopping / Age group,Cost per item,Status,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Charge tax,Tax code,Inventory tracker,Continue selling when out of stock,Fulfillment service,Product image URL,Google Shopping / Google product category
mousepad-classic-negro-90x40-outlet,Mousepad Classic negro 90x40 | OUTLET,outlet,,,,,,,"19,000.00","7,900.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-personalizado-90x40-outlet,Mousepad Classic personalizado 90x40 | OUTLET,outlet,,,,,,,"19,000.00","7,600.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-marmol-mancha-90x40-outlet,Mousepad Classic marmol mancha 90x40 | OUTLET,outlet,,,,,,,"19,000.00","5,900.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-topo-perso-90x40-outlet,Mousepad Classic topo perso 90x40 | OUTLET,outlet,,,,,,,"19,000.00","6,800.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-nubes-rosa-90x40-outlet,Mousepad Classic nubes rosa 90x40 | OUTLET,outlet,,,,,,,"19,000.00","6,800.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-espada-90x40-outlet,Mousepad Classic espada 90x40 | OUTLET,outlet,,,,,,,"19,000.00","6,800.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-munequitos-90x40-outlet,Mousepad Classic muñequitos 90x40 | OUTLET,outlet,,,,,,,"19,000.00","7,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-dragon-90x40-outlet,Mousepad Classic dragon 90x40 | OUTLET,outlet,,,,,,,"19,000.00","7,400.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-cat-black-ketus-1-90x40-outlet,Mousepad Classic cat black ketus 1 90x40 | OUTLET,outlet,,,,,,,"19,000.00","8,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-old-sakura-90x40-outlet,Mousepad Classic old sakura 90x40 | OUTLET,outlet,,,,,,,"19,000.00","9,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-marmol-90x40-outlet,Mousepad Classic marmol 90x40 | OUTLET,outlet,,,,,,,"19,000.00","9,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-coral-kraken-90x40-outlet,Mousepad Classic coral kraken 90x40 | OUTLET,outlet,,,,,,,"19,000.00","8,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-sakura-celeste-90x40-outlet,Mousepad Classic sakura celeste 90x40 | OUTLET,outlet,,,,,,,"19,000.00","8,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-perso-negro-1-90x40-outlet,Mousepad Classic perso negro 1 90x40 | OUTLET,outlet,,,,,,,"19,000.00","8,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-perso-negro-2-90x40-outlet,Mousepad Classic perso negro 2 90x40 | OUTLET,outlet,,,,,,,"19,000.00","8,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-cat-black-ketus-2-90x40-outlet,Mousepad Classic cat black ketus 2 90x40 | OUTLET,outlet,,,,,,,"19,000.00","8,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-classic-topografico-blanco-90x40-outlet,Mousepad Classic topografico blanco 90x40 | OUTLET,outlet,,,,,,,"19,000.00","9,000.00",0.4,6.0,40.0,6.0,0.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
teclado-gamer-mecanico-wooting-80he-rgb-ingles-mgm-imp,Teclado Gamer Mecanico Wooting 80HE RGB Inglés | MgM IMP,Importados > Teclados,,,,,,,"650,000.00","599,000.00",0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
auriculares-steelseries-arctis-nova-pro-wireless-mgm-imp,Auriculares Steelseries Arctis Nova Pro Wireless | MgM IMP,Importados > Auriculares,,,,,,,"540,000.00","410,000.00",0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
auriculares-logitech-astro-a10-gen-2-mgm-imp,Auriculares Logitech Astro A10 Gen 2 | MgM IMP,Importados > Auriculares,Color,Lila,,,,,"124,000.00","110,000.00",0.8,5.0,50.0,40.0,,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
auriculares-logitech-astro-a10-gen-2-mgm-imp,,,Color,Negro,,,,,"124,000.00","110,000.00",0.8,5.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auriculares-logitech-astro-a10-gen-2-mgm-imp,,,Color,Mint,,,,,"124,000.00","110,000.00",0.8,5.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auriculares-redragon-zeus-h510w-pro-wireless-mgm-imp,Auriculares Redragon Zeus H510W-Pro Wireless | MgM IMP,Importados > Auriculares,,,,,,,"122,000.00","110,000.00",0.8,5.0,50.0,40.0,,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
auriculares-kz-kz-edx-pro-x-sin-microfono-mgm-imp,Auriculares KZ KZ-Edx Pro X Sin micrófono | MgM IMP,Importados > Auriculares,Color,Gris,,,,,"29,000.00","21,000.00",0.8,5.0,50.0,40.0,4.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
auriculares-kz-kz-edx-pro-x-sin-microfono-mgm-imp,,,Color,Blanco,,,,,"29,000.00","21,000.00",0.8,5.0,50.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auriculares-sony-inzone-h9-wh-g900-bluetooth-mgm-imp,Auriculares Sony Inzone H9 WH-G900 Bluetooth | MgM IMP,Importados > Auriculares,,,,,,,"540,000.00","490,000.00",0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
teclado-mecanico-k70-pro-mini-wireless-60-cherry-mx-speed-rgb-mgm-imp,Teclado mecánico K70 PRO MINI WIRELESS 60% CHERRY MX Speed RGB | MgM IMP,Importados > Teclados,,,,,,,"230,000.00","188,000.00",0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
teclado-gamer-mecanico-corsair-k70-rgb-tkl-champion-usb-corsair-opx-ingles-mgm-imp,Teclado Gamer Mecanico Corsair K70 RGB TKL Champion USB / Corsair Opx / Ingles | MgM IMP,Importados > Teclados,,,,,,,"220,000.00","178,000.00",0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-musashi-miyamoto-manga-panel-mgm-pro-plus,Mousepad Personalizado Musashi Miyamoto Manga panel | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-manga-one-piece-mgm-pro-plus,Mousepad Personalizado MANGA ONE PIECE | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-felipe-buscemi-mgm-pro-plus,Mousepad Personalizado Felipe Buscemi | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-superglide-eco-mgm-pro,Mousepad Personalizado SuperGLIDE ECO | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"25,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-starwars-in-suit-mgm-pro,Mousepad Personalizado starwars in suit | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
teclado-gamer-mecanico-akko-mod007b-he-pc-tokyo-r2-rgb-inalambrico-switch-yellow-mgm-imp,Teclado Gamer Mecanico Akko MOD007B-He PC Tokyo R2 RGB inalámbrico Switch Yellow | MgM IMP,Importados > Teclados,,,,,,,"250,000.00",,0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
teclado-gamer-mecanico-akko-mod007b-he-pc-santorini-rgb-inalambrico-switch-yellow-mgm-imp,Teclado Gamer Mecanico Akko MOD007B-He PC Santorini RGB inalámbrico Switch Yellow | MgM IMP,Importados > Teclados,,,,,,,"250,000.00",,0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
teclado-gamer-mecanico-keychron-k1-max-rgb-inalambrico-switch-red-mgm-imp,Teclado Gamer Mecanico Keychron K1 Max RGB inalámbrico Switch Red| MgM IMP,Importados > Teclados,,,,,,,"178,000.00",,0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-la-cantera-mgm-pro,Mousepad Personalizado La Cantera | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"25,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-solo-leveling-pro-plus-mgm-pro-plus,Mousepad Personalizado Solo Leveling Pro plus | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-musashi-miyamoto-pad-lucas-barca-mgm-pro,Mousepad Personalizado Musashi Miyamoto PAD LUCAS BARCA | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-tito-calde-collage-mgm-pro-plus,Mousepad Personalizado tito calde collage | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-guerra-de-monarcas-solo-leveling-mgm-pro-plus,Mousepad Personalizado Guerra de Monarcas - Solo Leveling | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
super-clear-edition-pulsar-x2h-gaming-mouse-medium-negro-mgm-imp,[Super Clear Edition] Pulsar X2H Gaming Mouse Medium Negro | MgM IMP,Importados > Mouse,,,,,,,"165,000.00",,0.8,5.0,50.0,40.0,5.0,,,SI,NO,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-kafka-hsr-mgm-pro-plus,Mousepad Personalizado KAFKA HSR | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-cirovouke-mgm-pro-plus,Mousepad Personalizado cirovouke | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-persona-3-reload-mgm-pro-plus,Mousepad Personalizado Persona 3 Reload | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-osawa-san-yuri-verde-mgm-pro-plus,Mousepad Personalizado Osawa-san (Yuri verde) | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-olas-violetas-mgm-pro-plus,Mousepad Personalizado Olas violetas | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
teclado-mecanico-royal-kludge-rk918-100-rgb-linear-switch-red-white-mgm-imp,Teclado Mecanico Royal Kludge RK918 100% RGB Linear Switch Red - White | MgM IMP,Importados > Teclados,,,,,,,"125,000.00","105,000.00",0.8,5.0,50.0,40.0,2.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
teclado-mecanico-royal-kludge-m75-75-linear-wireless-switch-silver-taro-milk-mgm-imp,Teclado Mecanico Royal Kludge M75 75% Linear Wireless Switch Silver - Taro Milk | MgM IMP,Importados > Teclados,,,,,,,"160,000.00","140,000.00",0.8,5.0,50.0,40.0,5.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
teclado-mecanico-royal-kludge-rkr87-75-rgb-switch-brown-mgm-imp,Teclado Mecanico Royal Kludge RKR87 75% RGB Switch Brown | MgM IMP,Importados > Teclados,,,,,,,"120,000.00","88,000.00",0.8,5.0,50.0,40.0,5.0,,,SI,NO,,"gamer, mecanico, mousepad, pro, setup, Teclado",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-cerati-mgm-pro-plus,Mousepad Personalizado cerati | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-superman-mgm-pro-plus,Mousepad Personalizado Superman | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-solo-leveling-mgm-pro-plus,Mousepad Personalizado Solo leveling | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-nazza-mgm-pro-plus,Mousepad Personalizado Nazza | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
super-clear-edition-pulsar-x2h-gaming-mouse-mini-mgm-imp,[Super Clear Edition] Pulsar X2H Gaming Mouse Mini | MgM IMP,Importados > Mouse,,,,,,,"153,000.00",,0.8,5.0,50.0,40.0,5.0,,,SI,NO,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-tartarus-p3r-mgm-pro-plus,Mousepad Personalizado Tartarus p3r | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-startrail-mgm-pro-plus,Mousepad Personalizado Startrail | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-paloma-mgm-pro-plus,Mousepad Personalizado Paloma | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-yhwach-mgm-pro,Mousepad Personalizado yhwach | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-stone-mask-mgm-pro,Mousepad Personalizado Stone Mask | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-persona-3-makoto-thanatos-mgm-pro-plus,Mousepad Personalizado Persona 3 Makoto Thanatos | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-vanitas-mgm-pro-plus,Mousepad Personalizado Vanitas | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-flor-mgm-pro,Mousepad Personalizado flor | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-hyperx-mgm-pro-plus,Mousepad Personalizado hyperx | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-macarena-mgm-pro-plus,Mousepad Personalizado macarena | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-berserk-black-mgm-pro-plus,Mousepad Personalizado Berserk black | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-igris-mgm-pro-plus,Mousepad Personalizado IGRIS | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-recompensas-de-one-piece-2-mgm-pro-plus,Mousepad Personalizado Recompensas de one piece 2 | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-carreras-initial-d-one-piece-lol-audi-s3-mgm-pro-plus,Mousepad Personalizado Carreras INITIAL D - ONE PIECE - LOL - AUDI S3 | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
steelseries-prime-fps-gaming-mouse-18-000-cpi-truemove-color-neo-noir-mgm-imp,Steelseries Prime Fps Gaming Mouse 18.000 Cpi Truemove Color Neo Noir | MgM IMP,Importados,,,,,,,"87,500.00",,0.8,5.0,50.0,40.0,0.0,,,NO,SI,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-ojo-mgm-pro,Mousepad Personalizado ojo | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-solo-leveling-fin-1-arco-mgm-pro-plus,Mousepad Personalizado Solo Leveling fin 1 arco | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-ci-mouspad-67x38,Mousepad Personalizado CI Mouspad 67x38,"mousepads, mousepads > serie classic > personalizados",,,,,,,"16,000.00",,0.4,6.0,40.0,6.0,66.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-the-last-of-us-i-mgm-pro-plus,Mousepad Personalizado THE LAST OF US I | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-los-pibes-en-mdq-mgm-pro-plus,Mousepad Personalizado Los pibes en mdq | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-parca-cyberpunk-mgm-pro-plus,Mousepad Personalizado Parca Cyberpunk | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-newells-old-boys-mgm-pro-plus,Mousepad Personalizado Newell's Old Boys | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"35,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
pulsar-x2a-mini-gaming-mouse-mgm-imp,Pulsar X2A Mini Gaming Mouse | MgM IMP,Importados > Mouse,,,,,,,"164,000.00",,0.8,5.0,50.0,40.0,2.0,,,SI,SI,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
super-clear-edition-pulsar-x2h-gaming-mouse-medium-mgm-imp,[Super Clear Edition] Pulsar X2H Gaming Mouse Medium | MgM IMP,Importados > Mouse,,,,,,,"161,000.00",,0.8,5.0,50.0,40.0,4.0,,,SI,SI,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
mouse-demon-slayer-pulsar-x2-v2-medium-inosuke-gaming-mgm-imp,Mouse [Demon Slayer] Pulsar X2 v2 Medium Inosuke Gaming | MgM IMP,Importados > Mouse,,,,,,,"184,000.00",,0.8,5.0,50.0,40.0,2.0,,,SI,SI,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-de-vidrio-pulsar-superglide-v2-xl-rojo-mgm-imp,Mousepad de vidrio Pulsar Superglide V2 XL Rojo | MgM IMP,Importados > Mousepads,,,,,,,"230,000.00",,0.8,5.0,50.0,40.0,2.0,,,SI,SI,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
mousepad-de-vidrio-pulsar-superglide-v2-xl-negro-mgm-imp,Mousepad de vidrio Pulsar Superglide V2 XL Negro | MgM IMP,Importados > Mousepads,,,,,,,"230,000.00",,0.8,5.0,50.0,40.0,2.0,,,SI,SI,,"gamer, mousepad, pro, vidrio",,,,SI,,,,,,,,,,,,,,,,,,
